workerid,proliferate.condition,bothQuestionsCorrect,condition,correct,failed_audio,failed_images,failed_video,first,gender,internal_node_id,participant_hypothesis,question_order,response,rt,second,stimulus,success,tech_difficulty,time_elapsed,timeout,trial_index,trial_type,error
67,Empathetic,True,social,,,,,females,Male,0.0-17.0,,[0],{'q3': 'Females'},2672,empathetic,,,,98095,,50,survey-multi-choice,
67,Empathetic,True,social,,,,,females,Male,0.0-18.0,,,{'technicalDifficulties': ''},1926,empathetic,,,,100028,,51,survey-text,
67,Empathetic,True,social,,,,,females,Male,0.0-19.0,,,0,9714,empathetic,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""><p>Thanks for participating! In this study the task is framed either as a spatial task (which male participants typically perform better on) or a social task (which female participants typically perform better on). We are looking at the effect of gender bias in problem framing on performance. We ask that you please do not share this information with other potential participants. </p>",,,109744,,52,html-button-response,
162,Empathetic,True,social,,,,,Women,Male,0.0-0.0,Actually no,,,,empathic,,True,No,8896,,0,fullscreen,
162,Empathetic,True,social,,[],[],[],Women,Male,0.0-1.0,Actually no,,,,empathic,,True,No,9539,False,1,preload,
162,Empathetic,True,social,,,,,Women,Male,0.0-2.0,Actually no,,0,5193,empathic,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""><p>By answering the following questions, you are participating in a study being performed by cognitive scientists in the Stanford Department of Psychology. </p><p>If you have questions about this research, please contact us at stanfordpsych251@gmail.com. </p><p>You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. </p><p>Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you.</p>",,No,14734,,2,html-button-response,
162,Empathetic,True,social,,,,,Women,Male,0.0-3.0,Actually no,,0,4479,empathic,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">Our experiment is a task that tests your perspective taking ability.</p>",,No,19214,,3,html-button-response,
162,Empathetic,True,social,,,,,Women,Male,0.0-4.0,Actually no,,0,2111,empathic,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">Perspective taking ability can be thought of as a measure of <strong>empathetic ability</strong>.</p>",,No,21325,,4,html-button-response,
162,Empathetic,True,social,,,,,Women,Male,0.0-5.0,Actually no,,0,6031,empathic,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""><p>Empathetic ability is a social ability that is defined as being able to identify with, and understand what another person is seeing or feeling, and respond appropriately.</p>",,No,27357,,5,html-button-response,
162,Empathetic,True,social,,,,,Women,Male,0.0-6.0,Actually no,,0,3280,empathic,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">Previous studies have shown that <strong>females often score higher on measures of empathetic ability</strong>.</p>",,No,30639,,6,html-button-response,
162,Empathetic,True,social,,,,,Women,Male,0.0-7.0,Actually no,,"{'first': 'Women', 'second': 'empathic'}",44415,empathic,,,No,75054,,7,survey-html-form,
162,Empathetic,True,social,,,,,Women,Male,0.0-8.0,Actually no,,0,29447,empathic,"'<div style=""text-align: left;padding: 0 20vw;""><p>In this test, you will be shown a map of a city with a path drawn through it. </p>
      <p>Imagine yourself taking the perspective of the person on the map. Suppose that one day, you went for walk and followed the path through the city that is shown. </p> 
      <p>At each turn that the path takes, 
      your task is to decide whether you would turn to your right or your left as you are walking. </p>
      <p>If it is a <strong> right turn</strong>, click on the <strong> right arrow key</strong>  on your keyboard,</p>
      <p>and if it is a <strong> left turn</strong>, click on the <strong> left arrow key</strong>  on your keyboard.</p>
      <p>You will first see three practice trials. </p>
      <p>Please do not turn your computer screen/head.</p>",,No,104501,,8,html-button-response,
162,Empathetic,True,social,,,,,Women,Male,0.0-9.0,Actually no,,0,3481,empathic,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">You will first see three practice trials</p><p><p>If it is a <strong> right turn</strong>, click on the <strong> right arrow key</strong>  on your keyboard,</p><p>and if it is a <strong> left turn</strong>, click on the <strong> left arrow key</strong>  on your keyboard.</p> ",,No,107982,,9,html-button-response,
162,Empathetic,True,social,,,,,Women,Male,0.0-10.0-0.0,Actually no,,arrowleft,3758,empathic,img/social/version2/p1.png,,No,111742,,10,image-keyboard-response,
162,Empathetic,True,social,,,,,Women,Male,0.0-10.0-1.0,Actually no,,arrowleft,1038,empathic,img/social/version2/p2.png,,No,112781,,11,image-keyboard-response,
162,Empathetic,True,social,,,,,Women,Male,0.0-10.0-2.0,Actually no,,arrowright,1017,empathic,img/social/version2/p3.png,,No,113798,,12,image-keyboard-response,
162,Empathetic,True,social,,,,,Women,Male,0.0-11.0,Actually no,,0,2983,empathic,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""> Now, you will have 30 seconds to complete as many of the 32 trials as you can.",,No,116781,,13,html-button-response,
162,Empathetic,True,social,True,,,,Women,Male,0.0-12.0-0.0,Actually no,,arrowleft,1156,empathic,img/social/version2/1.png,,No,117938,,14,image-keyboard-response,
162,Empathetic,True,social,False,,,,Women,Male,0.0-12.0-0.1,Actually no,,arrowright,319,empathic,img/social/version2/2.png,,No,118258,,15,image-keyboard-response,
162,Empathetic,True,social,False,,,,Women,Male,0.0-12.0-0.2,Actually no,,arrowleft,368,empathic,img/social/version2/3.png,,No,118626,,16,image-keyboard-response,
162,Empathetic,True,social,False,,,,Women,Male,0.0-12.0-0.3,Actually no,,arrowleft,592,empathic,img/social/version2/4.png,,No,119218,,17,image-keyboard-response,
162,Empathetic,True,social,True,,,,Women,Male,0.0-12.0-0.4,Actually no,,arrowleft,664,empathic,img/social/version2/5.png,,No,119882,,18,image-keyboard-response,
162,Empathetic,True,social,False,,,,Women,Male,0.0-12.0-0.5,Actually no,,arrowright,987,empathic,img/social/version2/6.png,,No,120870,,19,image-keyboard-response,
162,Empathetic,True,social,True,,,,Women,Male,0.0-12.0-0.6,Actually no,,arrowright,1763,empathic,img/social/version2/7.png,,No,122635,,20,image-keyboard-response,
162,Empathetic,True,social,False,,,,Women,Male,0.0-12.0-0.7,Actually no,,arrowleft,510,empathic,img/social/version2/8.png,,No,123146,,21,image-keyboard-response,
162,Empathetic,True,social,True,,,,Women,Male,0.0-12.0-0.8,Actually no,,arrowright,447,empathic,img/social/version2/9.png,,No,123594,,22,image-keyboard-response,
162,Empathetic,True,social,True,,,,Women,Male,0.0-12.0-0.9,Actually no,,arrowleft,411,empathic,img/social/version2/10.png,,No,124005,,23,image-keyboard-response,
162,Empathetic,True,social,False,,,,Women,Male,0.0-12.0-0.10,Actually no,,arrowleft,515,empathic,img/social/version2/11.png,,No,124522,,24,image-keyboard-response,
162,Empathetic,True,social,True,,,,Women,Male,0.0-12.0-0.11,Actually no,,arrowleft,826,empathic,img/social/version2/12.png,,No,125349,,25,image-keyboard-response,
162,Empathetic,True,social,False,,,,Women,Male,0.0-12.0-0.12,Actually no,,arrowright,745,empathic,img/social/version2/13.png,,No,126094,,26,image-keyboard-response,
162,Empathetic,True,social,True,,,,Women,Male,0.0-12.0-0.13,Actually no,,arrowright,380,empathic,img/social/version2/14.png,,No,126473,,27,image-keyboard-response,
162,Empathetic,True,social,False,,,,Women,Male,0.0-12.0-0.14,Actually no,,arrowleft,3975,empathic,img/social/version2/15.png,,No,130449,,28,image-keyboard-response,
162,Empathetic,True,social,True,,,,Women,Male,0.0-12.0-0.15,Actually no,,arrowleft,336,empathic,img/social/version2/16.png,,No,130786,,29,image-keyboard-response,
162,Empathetic,True,social,True,,,,Women,Male,0.0-12.0-0.16,Actually no,,arrowleft,652,empathic,img/social/version2/17.png,,No,131438,,30,image-keyboard-response,
162,Empathetic,True,social,False,,,,Women,Male,0.0-12.0-0.17,Actually no,,arrowleft,267,empathic,img/social/version2/18.png,,No,131705,,31,image-keyboard-response,
162,Empathetic,True,social,False,,,,Women,Male,0.0-12.0-0.18,Actually no,,arrowleft,408,empathic,img/social/version2/19.png,,No,132114,,32,image-keyboard-response,
162,Empathetic,True,social,True,,,,Women,Male,0.0-12.0-0.19,Actually no,,arrowleft,355,empathic,img/social/version2/20.png,,No,132469,,33,image-keyboard-response,
162,Empathetic,True,social,True,,,,Women,Male,0.0-12.0-0.20,Actually no,,arrowleft,223,empathic,img/social/version2/21.png,,No,132693,,34,image-keyboard-response,
162,Empathetic,True,social,True,,,,Women,Male,0.0-12.0-0.21,Actually no,,arrowleft,284,empathic,img/social/version2/22.png,,No,132978,,35,image-keyboard-response,
162,Empathetic,True,social,False,,,,Women,Male,0.0-12.0-0.22,Actually no,,arrowleft,251,empathic,img/social/version2/23.png,,No,133230,,36,image-keyboard-response,
162,Empathetic,True,social,False,,,,Women,Male,0.0-12.0-0.23,Actually no,,arrowleft,363,empathic,img/social/version2/24.png,,No,133593,,37,image-keyboard-response,
162,Empathetic,True,social,True,,,,Women,Male,0.0-12.0-0.24,Actually no,,arrowleft,1308,empathic,img/social/version2/25.png,,No,134902,,38,image-keyboard-response,
162,Empathetic,True,social,True,,,,Women,Male,0.0-12.0-0.25,Actually no,,arrowleft,391,empathic,img/social/version2/26.png,,No,135293,,39,image-keyboard-response,
162,Empathetic,True,social,True,,,,Women,Male,0.0-12.0-0.26,Actually no,,arrowleft,316,empathic,img/social/version2/27.png,,No,135609,,40,image-keyboard-response,
162,Empathetic,True,social,False,,,,Women,Male,0.0-12.0-0.27,Actually no,,arrowleft,258,empathic,img/social/version2/28.png,,No,135867,,41,image-keyboard-response,
162,Empathetic,True,social,False,,,,Women,Male,0.0-12.0-0.28,Actually no,,arrowleft,303,empathic,img/social/version2/29.png,,No,136170,,42,image-keyboard-response,
162,Empathetic,True,social,True,,,,Women,Male,0.0-12.0-0.29,Actually no,,arrowleft,784,empathic,img/social/version2/30.png,,No,136954,,43,image-keyboard-response,
162,Empathetic,True,social,False,,,,Women,Male,0.0-12.0-0.30,Actually no,,arrowleft,640,empathic,img/social/version2/31.png,,No,137594,,44,image-keyboard-response,
162,Empathetic,True,social,False,,,,Women,Male,0.0-12.0-0.31,Actually no,,arrowleft,460,empathic,img/social/version2/32.png,,No,138054,,45,image-keyboard-response,
162,Empathetic,True,social,,,,,Women,Male,0.0-13.0,Actually no,,0,1598,empathic,"<p style=""font-size:20px; color:black;""><p>You have finished the task - thanks for participating! A few more questions before you go. </p>",,No,139653,,46,html-button-response,
162,Empathetic,True,social,,,,,Women,Male,0.0-14.0,Actually no,,{'Hypothesis': 'Actually no'},13781,empathic,,,No,153437,,47,survey-text,
162,Empathetic,True,social,,,,,Women,Male,0.0-15.0,Actually no,[0],{'sex': 'Male'},1967,empathic,,,No,155405,,48,survey-multi-choice,
